Tile	Base	Mean	sample
1104	115-119	0.044908158773662166	RMNISTHS_30xdownsample
1104	120-124	0.052063087702624244	RMNISTHS_30xdownsample
1104	125-129	0.05362900775431356	RMNISTHS_30xdownsample
1104	130-134	0.044402643415971	RMNISTHS_30xdownsample
1104	135-139	0.054364717599110435	RMNISTHS_30xdownsample
1104	140-144	0.03319304889511088	RMNISTHS_30xdownsample
1104	145-148	-0.024345959537004802	RMNISTHS_30xdownsample
1105	1	0.0437735744992338	RMNISTHS_30xdownsample
1105	2	0.03793221251271106	RMNISTHS_30xdownsample
1105	3	0.041503446562053625	RMNISTHS_30xdownsample
1105	4	0.029752900831319096	RMNISTHS_30xdownsample
1105	5	0.04118251748912982	RMNISTHS_30xdownsample
1105	6	0.011000825092654765	RMNISTHS_30xdownsample
1105	7	0.030196355948696407	RMNISTHS_30xdownsample
1105	8	-3.6059021789824897E-4	RMNISTHS_30xdownsample
1105	9	0.057020934159318415	RMNISTHS_30xdownsample
1105	10-14	0.025999525815031177	RMNISTHS_30xdownsample
1105	15-19	0.011038795182034988	RMNISTHS_30xdownsample
1105	20-24	4.6972521970189973E-4	RMNISTHS_30xdownsample
1105	25-29	0.01441156750122019	RMNISTHS_30xdownsample
1105	30-34	0.012698930601775515	RMNISTHS_30xdownsample
1105	35-39	0.020120016992674294	RMNISTHS_30xdownsample
1105	40-44	0.04046987629671861	RMNISTHS_30xdownsample
1105	45-49	0.05793451590254506	RMNISTHS_30xdownsample
1105	50-54	0.044211085124779004	RMNISTHS_30xdownsample
1105	55-59	0.03710964809178208	RMNISTHS_30xdownsample
1105	60-64	0.01745253790369361	RMNISTHS_30xdownsample
1105	65-69	0.02473827771785153	RMNISTHS_30xdownsample
1105	70-74	0.033176656723284736	RMNISTHS_30xdownsample
1105	75-79	0.008049122336519332	RMNISTHS_30xdownsample
1105	80-84	0.017718908798638466	RMNISTHS_30xdownsample
1105	85-89	0.03263188749427215	RMNISTHS_30xdownsample
1105	90-94	0.04281760659422318	RMNISTHS_30xdownsample
1105	95-99	0.03283288623323699	RMNISTHS_30xdownsample
1105	100-104	0.04676284530761876	RMNISTHS_30xdownsample
1105	105-109	0.031807996801685334	RMNISTHS_30xdownsample
1105	110-114	0.047086142460706526	RMNISTHS_30xdownsample
1105	115-119	0.040264065309070673	RMNISTHS_30xdownsample
1105	120-124	0.01936985185342266	RMNISTHS_30xdownsample
1105	125-129	0.004342136116513018	RMNISTHS_30xdownsample
1105	130-134	0.04387771303424515	RMNISTHS_30xdownsample
1105	135-139	0.017789631248046334	RMNISTHS_30xdownsample
1105	140-144	0.046656650989280735	RMNISTHS_30xdownsample
1105	145-148	-0.016211341023595338	RMNISTHS_30xdownsample
1106	1	0.019943367468805206	RMNISTHS_30xdownsample
1106	2	0.012213759548529879	RMNISTHS_30xdownsample
1106	3	0.017657076145738415	RMNISTHS_30xdownsample
1106	4	0.048284604289516864	RMNISTHS_30xdownsample
1106	5	0.036446255213842704	RMNISTHS_30xdownsample
1106	6	0.0364676529862038	RMNISTHS_30xdownsample
1106	7	0.04201090655471518	RMNISTHS_30xdownsample
1106	8	0.046816873318839214	RMNISTHS_30xdownsample
1106	9	0.10671098909505972	RMNISTHS_30xdownsample
1106	10-14	0.011368777498475424	RMNISTHS_30xdownsample
1106	15-19	0.003433198932246029	RMNISTHS_30xdownsample
1106	20-24	0.0077449224381567205	RMNISTHS_30xdownsample
1106	25-29	0.02256378448822005	RMNISTHS_30xdownsample
1106	30-34	0.011510555444086634	RMNISTHS_30xdownsample
1106	35-39	0.011688689505021443	RMNISTHS_30xdownsample
1106	40-44	0.02392630984457611	RMNISTHS_30xdownsample
1106	45-49	0.02662555814115919	RMNISTHS_30xdownsample
1106	50-54	0.02166376336071707	RMNISTHS_30xdownsample
1106	55-59	0.019890778329454406	RMNISTHS_30xdownsample
1106	60-64	0.01951011954895776	RMNISTHS_30xdownsample
1106	65-69	0.0317365232599478	RMNISTHS_30xdownsample
1106	70-74	0.04804505047810892	RMNISTHS_30xdownsample
1106	75-79	0.03051235690354659	RMNISTHS_30xdownsample
1106	80-84	0.0572071804459533	RMNISTHS_30xdownsample
1106	85-89	0.04421380641539585	RMNISTHS_30xdownsample
1106	90-94	0.0399247114035397	RMNISTHS_30xdownsample
1106	95-99	0.0700760702020169	RMNISTHS_30xdownsample
1106	100-104	0.058368749372924356	RMNISTHS_30xdownsample
1106	105-109	0.07458984611016461	RMNISTHS_30xdownsample
1106	110-114	0.07722478651347231	RMNISTHS_30xdownsample
1106	115-119	0.095633321116118	RMNISTHS_30xdownsample
1106	120-124	0.08446944402902545	RMNISTHS_30xdownsample
1106	125-129	0.09255693552513122	RMNISTHS_30xdownsample
1106	130-134	0.09379129825823185	RMNISTHS_30xdownsample
1106	135-139	0.08248367938315937	RMNISTHS_30xdownsample
1106	140-144	0.10940798787703443	RMNISTHS_30xdownsample
1106	145-148	0.037291795157699426	RMNISTHS_30xdownsample
1107	1	0.005099217052443095	RMNISTHS_30xdownsample
1107	2	-0.005634062384796579	RMNISTHS_30xdownsample
1107	3	0.004065822043244793	RMNISTHS_30xdownsample
1107	4	-0.013763054263883134	RMNISTHS_30xdownsample
1107	5	-0.018994552018536837	RMNISTHS_30xdownsample
1107	6	-0.011389585162621785	RMNISTHS_30xdownsample
1107	7	-0.0014026466603951349	RMNISTHS_30xdownsample
1107	8	0.040020288709541774	RMNISTHS_30xdownsample
1107	9	0.0411511102029003	RMNISTHS_30xdownsample
1107	10-14	-8.577511890877076E-4	RMNISTHS_30xdownsample
1107	15-19	-0.0036210679686590197	RMNISTHS_30xdownsample
1107	20-24	-0.01714774641873973	RMNISTHS_30xdownsample
1107	25-29	0.007750274219592512	RMNISTHS_30xdownsample
1107	30-34	-0.03278843690708655	RMNISTHS_30xdownsample
1107	35-39	-0.023803797291716222	RMNISTHS_30xdownsample
1107	40-44	0.00410948957375723	RMNISTHS_30xdownsample
1107	45-49	-0.009896187905145126	RMNISTHS_30xdownsample
1107	50-54	-0.015387597091887528	RMNISTHS_30xdownsample
1107	55-59	-0.004655090443826282	RMNISTHS_30xdownsample
1107	60-64	-0.0063515870393615614	RMNISTHS_30xdownsample
1107	65-69	0.0027055445158836733	RMNISTHS_30xdownsample
1107	70-74	-0.0111710937969427	RMNISTHS_30xdownsample
1107	75-79	0.0029945103933251005	RMNISTHS_30xdownsample
1107	80-84	-2.506949898659627E-4	RMNISTHS_30xdownsample
1107	85-89	-0.006058169338150066	RMNISTHS_30xdownsample
1107	90-94	-0.007178347507796445	RMNISTHS_30xdownsample
1107	95-99	0.009227675939957436	RMNISTHS_30xdownsample
1107	100-104	0.0055040699858395215	RMNISTHS_30xdownsample
1107	105-109	-0.006432770018481193	RMNISTHS_30xdownsample
1107	110-114	0.03722448604470685	RMNISTHS_30xdownsample
1107	115-119	-0.007892910735961323	RMNISTHS_30xdownsample
1107	120-124	0.004195896464409543	RMNISTHS_30xdownsample
1107	125-129	0.03487581860200706	RMNISTHS_30xdownsample
1107	130-134	0.020138954057667746	RMNISTHS_30xdownsample
1107	135-139	0.04126996244060521	RMNISTHS_30xdownsample
1107	140-144	0.005617744481536846	RMNISTHS_30xdownsample
1107	145-148	0.01428810548455317	RMNISTHS_30xdownsample
1108	1	0.03476228860847996	RMNISTHS_30xdownsample
1108	2	0.04005594809219204	RMNISTHS_30xdownsample
1108	3	0.023937803337375385	RMNISTHS_30xdownsample
1108	4	0.005018260395846852	RMNISTHS_30xdownsample
1108	5	0.014718599627425277	RMNISTHS_30xdownsample
1108	6	-0.004943257929252098	RMNISTHS_30xdownsample
1108	7	-0.0062943155975609955	RMNISTHS_30xdownsample
1108	8	-0.013742514934332206	RMNISTHS_30xdownsample
1108	9	-0.09794653358031624	RMNISTHS_30xdownsample
1108	10-14	-0.01263740146378467	RMNISTHS_30xdownsample
1108	15-19	-0.0047980598169736766	RMNISTHS_30xdownsample
1108	20-24	-0.011990816481048938	RMNISTHS_30xdownsample
1108	25-29	0.02107992718550733	RMNISTHS_30xdownsample
1108	30-34	-0.0029749290120761884	RMNISTHS_30xdownsample
1108	35-39	0.005351292023803467	RMNISTHS_30xdownsample
1108	40-44	-0.008324136991745945	RMNISTHS_30xdownsample
1108	45-49	-0.0022312923895526637	RMNISTHS_30xdownsample
1108	50-54	0.004265913775782337	RMNISTHS_30xdownsample
1108	55-59	0.003106267259283868	RMNISTHS_30xdownsample
1108	60-64	0.0027467775219065516	RMNISTHS_30xdownsample
1108	65-69	0.006246521392061055	RMNISTHS_30xdownsample
1108	70-74	-0.004994052429335483	RMNISTHS_30xdownsample
1108	75-79	-0.00918975797276289	RMNISTHS_30xdownsample
1108	80-84	-0.006173004162032925	RMNISTHS_30xdownsample
1108	85-89	0.01657110960634256	RMNISTHS_30xdownsample
1108	90-94	0.013707837037223669	RMNISTHS_30xdownsample
1108	95-99	0.0038036000477426057	RMNISTHS_30xdownsample
1108	100-104	-0.0028346707982542796	RMNISTHS_30xdownsample
1108	105-109	0.029529267862525188	RMNISTHS_30xdownsample
1108	110-114	0.03083408963695433	RMNISTHS_30xdownsample
1108	115-119	0.01292259465374812	RMNISTHS_30xdownsample
1108	120-124	0.022833513205650746	RMNISTHS_30xdownsample
1108	125-129	0.029062729096729356	RMNISTHS_30xdownsample
1108	130-134	0.013728755624374145	RMNISTHS_30xdownsample
1108	135-139	0.03230741793629477	RMNISTHS_30xdownsample
1108	140-144	0.034455412737894875	RMNISTHS_30xdownsample
1108	145-148	-0.020080653639684698	RMNISTHS_30xdownsample
1109	1	0.014686227580885003	RMNISTHS_30xdownsample
1109	2	0.04201263944471734	RMNISTHS_30xdownsample
1109	3	0.03503602486767221	RMNISTHS_30xdownsample
1109	4	0.03781558557444242	RMNISTHS_30xdownsample
1109	5	0.0558970057272532	RMNISTHS_30xdownsample
1109	6	-0.0032777722436208023	RMNISTHS_30xdownsample
1109	7	0.007276540632439321	RMNISTHS_30xdownsample
1109	8	0.03799212549126452	RMNISTHS_30xdownsample
1109	9	0.06352026653978626	RMNISTHS_30xdownsample
1109	10-14	0.028847134737869595	RMNISTHS_30xdownsample
1109	15-19	0.025077583860699804	RMNISTHS_30xdownsample
1109	20-24	0.03463145273039814	RMNISTHS_30xdownsample
1109	25-29	0.03269435960292455	RMNISTHS_30xdownsample
1109	30-34	0.0352431895365477	RMNISTHS_30xdownsample
1109	35-39	0.006818351376072229	RMNISTHS_30xdownsample
1109	40-44	0.020024674587109104	RMNISTHS_30xdownsample
1109	45-49	0.017655645591165836	RMNISTHS_30xdownsample
1109	50-54	0.0286678303084571	RMNISTHS_30xdownsample
1109	55-59	0.03313284995757115	RMNISTHS_30xdownsample
1109	60-64	0.02668877225929478	RMNISTHS_30xdownsample
1109	65-69	0.01991197904467157	RMNISTHS_30xdownsample
1109	70-74	0.007521649835737776	RMNISTHS_30xdownsample
1109	75-79	0.01964277120847413	RMNISTHS_30xdownsample
1109	80-84	0.03195276751216625	RMNISTHS_30xdownsample
1109	85-89	0.01979058632930375	RMNISTHS_30xdownsample
1109	90-94	0.018123860787248702	RMNISTHS_30xdownsample
1109	95-99	0.05323873185789907	RMNISTHS_30xdownsample
1109	100-104	0.00921028947299618	RMNISTHS_30xdownsample
1109	105-109	0.04644655973019951	RMNISTHS_30xdownsample
1109	110-114	0.04264192031498837	RMNISTHS_30xdownsample
1109	115-119	0.021837138131925116	RMNISTHS_30xdownsample
1109	120-124	0.036435045654624076	RMNISTHS_30xdownsample
1109	125-129	0.06395560436506997	RMNISTHS_30xdownsample
1109	130-134	0.06268385741651272	RMNISTHS_30xdownsample
1109	135-139	0.06370045529993718	RMNISTHS_30xdownsample
1109	140-144	0.07903202637027107	RMNISTHS_30xdownsample
1109	145-148	0.02934128262334923	RMNISTHS_30xdownsample
1110	1	0.03033914820112571	RMNISTHS_30xdownsample
1110	2	0.014254453458715233	RMNISTHS_30xdownsample
1110	3	0.013667420818428866	RMNISTHS_30xdownsample
1110	4	0.02313039703097175	RMNISTHS_30xdownsample
1110	5	0.008197895525977827	RMNISTHS_30xdownsample
1110	6	-0.01564023500704792	RMNISTHS_30xdownsample
1110	7	0.018188889519613838	RMNISTHS_30xdownsample
1110	8	0.011205068285615738	RMNISTHS_30xdownsample
1110	9	0.04816233943997261	RMNISTHS_30xdownsample
1110	10-14	0.014954704382446948	RMNISTHS_30xdownsample
1110	15-19	0.02375838983335754	RMNISTHS_30xdownsample
1110	20-24	0.005821499306275513	RMNISTHS_30xdownsample
1110	25-29	0.01953936814721402	RMNISTHS_30xdownsample
1110	30-34	0.011229565274568643	RMNISTHS_30xdownsample
1110	35-39	-0.00942598513448445	RMNISTHS_30xdownsample
1110	40-44	0.012975496600411418	RMNISTHS_30xdownsample
1110	45-49	0.004535431421821556	RMNISTHS_30xdownsample
1110	50-54	0.014415251656373584	RMNISTHS_30xdownsample
1110	55-59	0.014090982569722854	RMNISTHS_30xdownsample
1110	60-64	-0.011969200012046599	RMNISTHS_30xdownsample
1110	65-69	-0.0028548618822057392	RMNISTHS_30xdownsample
1110	70-74	-0.014079370931384005	RMNISTHS_30xdownsample
1110	75-79	-0.005454036882280633	RMNISTHS_30xdownsample
1110	80-84	0.018989807994277186	RMNISTHS_30xdownsample
1110	85-89	0.0059871937566065014	RMNISTHS_30xdownsample
1110	90-94	-0.005546259077547688	RMNISTHS_30xdownsample
1110	95-99	-0.00828299075751815	RMNISTHS_30xdownsample
1110	100-104	-0.0028423456892099352	RMNISTHS_30xdownsample
1110	105-109	0.00809339751435445	RMNISTHS_30xdownsample
1110	110-114	-0.018663053990831457	RMNISTHS_30xdownsample
1110	115-119	-0.023155879505520005	RMNISTHS_30xdownsample
1110	120-124	-0.011450428648377198	RMNISTHS_30xdownsample
1110	125-129	-0.003735652619582197	RMNISTHS_30xdownsample
1110	130-134	-0.032139157644536454	RMNISTHS_30xdownsample
1110	135-139	-0.005136696736098401	RMNISTHS_30xdownsample
1110	140-144	-0.023518183326135755	RMNISTHS_30xdownsample
1110	145-148	-0.01261722139824073	RMNISTHS_30xdownsample
1111	1	-0.009706083849387426	RMNISTHS_30xdownsample
1111	2	-0.010846797461244506	RMNISTHS_30xdownsample
1111	3	0.004311727844036994	RMNISTHS_30xdownsample
1111	4	-0.010038225785596211	RMNISTHS_30xdownsample
1111	5	-0.04165498886066743	RMNISTHS_30xdownsample
1111	6	-0.03260644105947463	RMNISTHS_30xdownsample
1111	7	-0.052451549461448366	RMNISTHS_30xdownsample
1111	8	-0.06340545067756764	RMNISTHS_30xdownsample
1111	9	-0.11254875720478807	RMNISTHS_30xdownsample
1111	10-14	-0.031956409452241985	RMNISTHS_30xdownsample
1111	15-19	-0.07307646621291752	RMNISTHS_30xdownsample
1111	20-24	0.016896867667256288	RMNISTHS_30xdownsample
1111	25-29	-0.02831627150675331	RMNISTHS_30xdownsample
1111	30-34	-0.017033627261977102	RMNISTHS_30xdownsample
1111	35-39	-0.006811115844730153	RMNISTHS_30xdownsample
1111	40-44	-0.009778262560281803	RMNISTHS_30xdownsample
1111	45-49	-0.012390829607596743	RMNISTHS_30xdownsample
1111	50-54	-0.005737187289113876	RMNISTHS_30xdownsample
1111	55-59	-0.02198222329773003	RMNISTHS_30xdownsample
1111	60-64	-0.020753244841309026	RMNISTHS_30xdownsample
1111	65-69	-0.023212539500040208	RMNISTHS_30xdownsample
1111	70-74	-0.024418360398676953	RMNISTHS_30xdownsample
1111	75-79	-0.0524072848525563	RMNISTHS_30xdownsample
1111	80-84	-0.034677897593230256	RMNISTHS_30xdownsample
1111	85-89	-0.04651942906497908	RMNISTHS_30xdownsample
1111	90-94	-0.07833211479120905	RMNISTHS_30xdownsample
1111	95-99	-0.07290005282917988	RMNISTHS_30xdownsample
1111	100-104	-0.05143626100576526	RMNISTHS_30xdownsample
1111	105-109	-0.05465759758128641	RMNISTHS_30xdownsample
1111	110-114	-0.06979414458596978	RMNISTHS_30xdownsample
1111	115-119	-0.04959882566200591	RMNISTHS_30xdownsample
1111	120-124	-0.05943201961675726	RMNISTHS_30xdownsample
1111	125-129	-0.05656450072302732	RMNISTHS_30xdownsample
1111	130-134	-0.07408723500085301	RMNISTHS_30xdownsample
1111	135-139	-0.08802147002659311	RMNISTHS_30xdownsample
1111	140-144	-0.05447831203595754	RMNISTHS_30xdownsample
1111	145-148	-0.03204696735048884	RMNISTHS_30xdownsample
1112	1	0.019730740251016954	RMNISTHS_30xdownsample
1112	2	0.021720502370218497	RMNISTHS_30xdownsample
1112	3	0.01624581978501638	RMNISTHS_30xdownsample
1112	4	-0.005916977384600841	RMNISTHS_30xdownsample
1112	5	-0.010257562407975485	RMNISTHS_30xdownsample
1112	6	-0.010193115003072961	RMNISTHS_30xdownsample
1112	7	-0.035400542596509155	RMNISTHS_30xdownsample
1112	8	-0.006565756967248149	RMNISTHS_30xdownsample
1112	9	0.010909741210117119	RMNISTHS_30xdownsample
1112	10-14	-0.02914943132033443	RMNISTHS_30xdownsample
1112	15-19	0.0295698404826652	RMNISTHS_30xdownsample
1112	20-24	0.032856189102211886	RMNISTHS_30xdownsample
1112	25-29	-0.01666865244357041	RMNISTHS_30xdownsample
1112	30-34	-0.03086179409988077	RMNISTHS_30xdownsample
1112	35-39	0.0017461948402548444	RMNISTHS_30xdownsample
1112	40-44	0.007815013867343623	RMNISTHS_30xdownsample
1112	45-49	8.968447202555296E-4	RMNISTHS_30xdownsample
1112	50-54	0.0053362098554785575	RMNISTHS_30xdownsample
1112	55-59	-0.012736242301201628	RMNISTHS_30xdownsample
1112	60-64	0.006376999340957923	RMNISTHS_30xdownsample
1112	65-69	0.0048580982349015756	RMNISTHS_30xdownsample
1112	70-74	-0.010961267998695234	RMNISTHS_30xdownsample
1112	75-79	0.0018096824555300373	RMNISTHS_30xdownsample
1112	80-84	-0.006615897674265625	RMNISTHS_30xdownsample
1112	85-89	-0.016896509184974207	RMNISTHS_30xdownsample
1112	90-94	-0.052514565837402216	RMNISTHS_30xdownsample
1112	95-99	-0.05613056378168935	RMNISTHS_30xdownsample
1112	100-104	-0.03806604911996203	RMNISTHS_30xdownsample
1112	105-109	-0.06320702853988891	RMNISTHS_30xdownsample
1112	110-114	-0.03551140021079391	RMNISTHS_30xdownsample
1112	115-119	-0.06139088023100925	RMNISTHS_30xdownsample
1112	120-124	-0.0820447322702087	RMNISTHS_30xdownsample
1112	125-129	-0.06992058512651056	RMNISTHS_30xdownsample
1112	130-134	-0.03273605420100978	RMNISTHS_30xdownsample
1112	135-139	-0.04253009880947545	RMNISTHS_30xdownsample
1112	140-144	-0.0520024653467992	RMNISTHS_30xdownsample
1112	145-148	-0.03300526422384564	RMNISTHS_30xdownsample
1113	1	-0.044593511593625124	RMNISTHS_30xdownsample
1113	2	-0.026542217363822118	RMNISTHS_30xdownsample
1113	3	0.015195441466470783	RMNISTHS_30xdownsample
1113	4	-0.04537686664395579	RMNISTHS_30xdownsample
1113	5	-0.21873696499812212	RMNISTHS_30xdownsample
1113	6	-0.09315892172062945	RMNISTHS_30xdownsample
1113	7	-0.058115474822081126	RMNISTHS_30xdownsample
1113	8	-0.05979912096826112	RMNISTHS_30xdownsample
1113	9	-0.21688044916200155	RMNISTHS_30xdownsample
